committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00502906,FACEBOOK INC. PAC,2017,M5,2.01705E+17,23,8D2DDA5CF742CAF6D98,1163095,CCM,CAMPAIGN COMMITTEE,C00505552,C00505552,HEIDI FOR SENATE,ND,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42852,1000,S,SENATE,,S2ND00099,"HEITKAMP, HEIDI",HEIDI,HEITKAMP,,,,ND,NORTH DAKOTA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42904.36783,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.05182E+18,BISMARCK,585021577,CONTRIBUTIONS,,2018,SB,4.05182E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201705189054014753,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,97A5E170180A904FBEA,1239472,CCM,CAMPAIGN COMMITTEE,C00543967,C00543967,BUDDY CARTER FOR CONGRESS,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43241,1000,H,HOUSE,1,H4GA01039,"CARTER, EARL L. B.",EARL,CARTER,L. B.,,,GA,GEORGIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06433,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,SAVANNAH,31412,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786881,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,8BDF4EA1546F2C49459,1239472,CCM,CAMPAIGN COMMITTEE,C00504522,C00504522,HUDSON FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43227,1000,H,HOUSE,8,H2NC08185,"HUDSON, RICHARD LANE JR.",RICHARD,HUDSON,LANE,,JR.,NC,NORTH CAROLINA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06427,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,CONCORD,28027,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786882,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,FEDCA297114888B763F,1239472,CCM,CAMPAIGN COMMITTEE,C00476820,C00476820,JOHNSON FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43227,1000,H,HOUSE,6,H0OH06189,"JOHNSON, WILLIAM L.",WILLIAM,JOHNSON,L.,,,OH,OHIO,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06423,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,MARIETTA,45750,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786883,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,01865E76ABE0C8D74E4,1239472,CCM,CAMPAIGN COMMITTEE,C00575050,C00575050,LAHOOD FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43227,1000,H,HOUSE,18,H6IL18088,"LAHOOD, DARIN M.",DARIN,LAHOOD,M.,,,IL,ILLINOIS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06413,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,PEORIA,61612,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786883,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,7CBB96FC3DED0B7A502,1239472,CCM,CAMPAIGN COMMITTEE,C00486563,C00486563,MANCHIN FOR WEST VIRGINIA,WV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43241,1000,S,SENATE,,S0WV00090,"MANCHIN, JOSEPH III",JOSEPH,MANCHIN,,,III,WV,WEST VIRGINIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06427,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,CHARLESTON,25361,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786883,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,9BBDA945AEE5FFB495A,1239472,CCM,CAMPAIGN COMMITTEE,C00264564,C00264564,MENENDEZ FOR SENATE,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43241,1000,S,SENATE,,S6NJ00289,"MENENDEZ, ROBERT",ROBERT,MENENDEZ,,,,NJ,NEW JERSEY,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06433,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,NEWARK,71020648,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786884,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,F7F2427AE4C7A99547E,1239472,CCM,CAMPAIGN COMMITTEE,C00468579,C00468579,WALORSKI FOR CONGRESS INC,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43227,1000,H,HOUSE,2,H0IN02190,"WALORSKI, JACQUELINE",JACQUELINE,WALORSKI,,,,IN,INDIANA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06413,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,MISHAWAKA,465460954,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786884,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,70EBCF090AF0A84EC36,1239472,CCM,CAMPAIGN COMMITTEE,C00410803,C00410803,WHITEHOUSE FOR SENATE,RI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43241,1000,S,SENATE,,S6RI00221,"WHITEHOUSE, SHELDON",SHELDON,WHITEHOUSE,,,,RI,RHODE ISLAND,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06399,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,PROVIDENCE,2940,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786885,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,AE6990A5AAD593B6E26,1166965,CCM,CAMPAIGN COMMITTEE,C00307314,C00307314,BLUMENAUER FOR CONGRESS,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42872,1000,H,HOUSE,3,H6OR03064,"BLUMENAUER, EARL FRANCIS",EARL,BLUMENAUER,FRANCIS,,,OR,OREGON,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11012,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,PORTLAND,97214,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543393,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,8CA664451CC63E3558E,1166965,CCM,CAMPAIGN COMMITTEE,C00415331,C00415331,CLARKE FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42872,1000,H,HOUSE,9,H4NY11138,"CLARKE, YVETTE DIANA",YVETTE,CLARKE,DIANA,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11012,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,HOLLIS,11412,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543393,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,456D47A93F10F8416BB,1166965,CCM,CAMPAIGN COMMITTEE,C00520379,C00520379,COLLINS FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42885,1000,H,HOUSE,27,H8NY29032,"COLLINS, CHRISTOPHER CARL",CHRISTOPHER,COLLINS,CARL,,,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11012,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,CLARENCE,140310386,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543393,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,FDD738CD26F7CCF7848,1166965,CCM,CAMPAIGN COMMITTEE,C00409797,C00409797,CONYERS FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42857,1000,H,HOUSE,13,H6MI01028,"CONYERS, JOHN JAMES JR.",JOHN,CONYERS,JAMES,,JR.,MI,MICHIGAN,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11012,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,WASHINGTON,20036,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543394,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,052ACAE428152D688A1,1166965,CCM,CAMPAIGN COMMITTEE,C00504704,C00504704,CRAMER FOR CONGRESS,ND,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42874,1000,H,HOUSE,1,H0ND01026,"CRAMER, KEVIN JOHN",KEVIN,CRAMER,JOHN,,,ND,NORTH DAKOTA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11012,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,BISMARCK,585020396,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543394,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,F4123ABC704511A0E2B,1166965,CCM,CAMPAIGN COMMITTEE,C00290064,C00290064,DOYLE FOR CONGRESS COMMITTEE,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42857,1000,H,HOUSE,14,H4PA18131,"DOYLE, MICHAEL F.",MICHAEL,DOYLE,F.,,,PA,PENNSYLVANIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11005,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,PITTSBURGH,152214400,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543395,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M6,2.01706E+17,23,C919F17DAF37F8958EB,1166965,CCM,CAMPAIGN COMMITTEE,C00556506,C00556506,TED LIEU FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42857,1000,H,HOUSE,33,H4CA33119,"LIEU, TED W.",TED,LIEU,W.,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42908.11005,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,ENCINO,91436,CONTRIBUTIONS,,2018,SB,4.06212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201706209063543396,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,81C9B3B4E21C365DD72,1174051,CCM,CAMPAIGN COMMITTEE,C00258475,C00258475,ANNA ESHOO FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,1000,H,HOUSE,18,H8CA12098,"ESHOO, ANNA G.",ANNA,ESHOO,G.,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08381,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,SACRAMENTO,95814,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882625,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,1270FF73E7D887A4514,1174051,PAC,POLITICAL ACTION COMMITTEE,C00442368,C00442368,COMMON VALUES PAC,VA,COMMON VALUES PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,42909,1000,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,42944.0837,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,ALEXANDRIA,22314,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882626,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,29B57485065A30D8971,1174051,PAC,POLITICAL ACTION COMMITTEE,C00326082,C00326082,FUND FOR A CONSERVATIVE FUTURE,VA,FUND FOR A CONSERVATIVE FUTURE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,42909,1000,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,42944.08384,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,ALEXANDRIA,22313,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882628,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,BC6E731505C11DF038A,1174051,CCM,CAMPAIGN COMMITTEE,C00413914,C00413914,GILLIBRAND FOR SENATE,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42901,1000,S,SENATE,,S0NY00410,"GILLIBRAND, KIRSTEN ELIZABETH",KIRSTEN,GILLIBRAND,ELIZABETH,,,NY,NEW YORK,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08381,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,WASHINGTON,20001,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882628,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,165EC93B4828C39C6DD,1174051,CCM,CAMPAIGN COMMITTEE,C00494229,C00494229,HELLER FOR SENATE,NV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42909,1000,S,SENATE,,S2NV00183,"HELLER, DEAN ARTHUR",DEAN,HELLER,ARTHUR,,,NV,NEVADA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08383,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,LAS VEGAS,89137,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882629,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,9C57B4083E6F234A065,1174051,CCM,CAMPAIGN COMMITTEE,C00545467,C00545467,HURD FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42914,1000,H,HOUSE,23,H0TX23086,"HURD, WILLIAM B.",WILLIAM,HURD,B.,,,TX,TEXAS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08383,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,SAN ANTONIO,78245,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882630,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,06D8B8F66A7F571F9FA,1174051,CCM,CAMPAIGN COMMITTEE,C00347260,C00347260,JEFF FLAKE FOR US SENATE INC,AZ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42909,1000,S,SENATE,,S2AZ00141,"FLAKE, JEFFREY LANE",JEFFREY,FLAKE,LANE,,,AZ,ARIZONA ,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.0838,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,TEMPE,852840042,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882631,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,9B38943E5A14E700265,1174051,CCM,CAMPAIGN COMMITTEE,C00512970,C00512970,JOE KENNEDY FOR CONGRESS,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,1000,H,HOUSE,4,H2MA04073,"KENNEDY, JOSEPH PATRICK III",JOSEPH,KENNEDY,PATRICK,,III,MA,MASSACHUSETTS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08362,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,NEWTON,2459,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882631,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,06AFF3B1399207C0057,1174051,CCM,CAMPAIGN COMMITTEE,C00495952,C00495952,SCHNEIDER FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,1000,H,HOUSE,10,H2IL10068,"SCHNEIDER, BRADLEY SCOTT",BRADLEY,SCHNEIDER,SCOTT,,,IL,ILLINOIS,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08383,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,DEERFIELD,60015,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882634,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,3E65669E6E299ADD9AB,1174051,CCM,CAMPAIGN COMMITTEE,C00464032,C00464032,TOM REED FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42901,1000,H,HOUSE,23,H0NY29054,"REED, THOMAS W. II.",THOMAS,REED,W.,,II.,NY,NEW YORK,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08361,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,ROCHESTER,146100847,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882635,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,A06478E082035F0E7F7,1174051,CCM,CAMPAIGN COMMITTEE,C00498873,C00498873,TONY CARDENAS FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,1000,H,HOUSE,29,H2CA28113,"CARDENAS, TONY",TONY,CARDENAS,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.0838,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882636,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,5DCEC35AF800D0BF6CE,1174051,CCM,CAMPAIGN COMMITTEE,C00545616,C00545616,"YOUNG FOR IOWA, INC.",IA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,1000,H,HOUSE,3,H4IA03115,"YOUNG, DAVID EDMUND",DAVID,YOUNG,EDMUND,,,IA,IOWA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08361,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,VAN METER,50261,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882638,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,98CCCD806D9E1E9D9F4,1251347,CCM,CAMPAIGN COMMITTEE,C00370056,C00370056,DEVIN NUNES CAMPAIGN COMMITTEE,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43272,1000,H,HOUSE,22,H8CA20059,"NUNES, DEVIN G.",DEVIN,NUNES,G.,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.06295,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,VISALIA,932906545,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756181,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,5571126C82623D15DE8,1251347,CCM,CAMPAIGN COMMITTEE,C00420760,C00420760,FRIENDS OF MAZIE HIRONO,HI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43278,1000,S,SENATE,,S2HI00106,"HIRONO, MAZIE KEIKO",MAZIE,HIRONO,KEIKO,,,HI,HAWAII,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.0627,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,HONOLULU,96809,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756182,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,76F6609954816D19C9D,1251347,CCM,CAMPAIGN COMMITTEE,C00443705,C00443705,JACKIE SPEIER FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43272,1000,H,HOUSE,14,H8CA12171,"SPEIER, K. JACQUELINE",K. JACQUELINE,SPEIER,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.06332,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,BURLINGAME,94011,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756183,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,37CC006BF07DF55F1B0,1251347,CCM,CAMPAIGN COMMITTEE,C00589234,C00589234,"JASON LEWIS FOR CONGRESS, INC.",MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43272,1000,H,HOUSE,2,H6MN02149,"LEWIS, JASON MARK",JASON,LEWIS,MARK,,,MN,MINNESOTA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.06352,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,BURNSVILLE,55337,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756183,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,1D065AB696DE2ED62DE,1251347,CCM,CAMPAIGN COMMITTEE,C00575050,C00575050,LAHOOD FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43272,1000,H,HOUSE,18,H6IL18088,"LAHOOD, DARIN M.",DARIN,LAHOOD,M.,,,IL,ILLINOIS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.063,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,PEORIA,61612,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756184,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
